姓名0,电话1,邮箱2,英文名称3,座机、传真4,职位5,公司名称6,地址7,高校8,专业名称9,资格证书10,中国地级市11,专业技术职务12,省份13,银行名称14,邮政编码15,姓氏16
童浩岚,15826425516,pkhietfsc@tech.com,SpenserAfra,027-54679108,,,丽江市呈喂路 12号 和谐小区 88号楼 7单元 684室,湖南医药学院,,,,,,交通银行绍兴分行中国轻纺城支行港越路分理处,,
文思聪,15104921294,e382dsrie@tech.com,HertyErica,027-54679109,,,丽江市钩掌路 08号 多艺小区 89号楼 9单元 118室,湖南涉外经济学院,,,,,,交通银行绍兴分行中国轻纺城支行钱清分理处,,
原慧德运,15149922169,gt51ll85k@tech.com,LarkinBrandon,027-54679110,,,丽江市善灰路 17号 鲤鱼龙门小区 11号楼 7单元 538室,湘潭大学兴湘学院,,,,,,交通银行绍兴分行中国轻纺城支行华舍分理处,,
杜晴虹,18892853748,nnorjnl24@tech.com,TobiasHerbert,027-54679111,,,丽江市址踪路 11号 咎由自取小区 16号楼 7单元 600室,湖南工业大学科技学院,,,,,,交通银行绍兴分行中国轻纺城支行北交易区分理处,,
过诗珊,15877944995,789lmilho@tech.com,HemingwayKay,027-54679112,,,丽江市切刀路 08号 羁押小区 92号楼 6单元 241室,湖南科技大学潇湘学院,,,,,,交通银行绍兴分行中国轻纺城支行老区分理处,,
越浩思,13942058760,7pm39h0i4@tech.com,HalCarr,027-54679113,,,丽江市谆颂路 07号 温候御府小区 97号楼 6单元 312室,南华大学船山学院,,,,,,交通银行绍兴分行中国轻纺城支行东升路分理处,,
闾景龙,18880540150,2t2e0a4dk@tech.com,WebsterBartholomew,027-54679114,,,丽江市掀送路 03号 加仓小区 82号楼 2单元 516室,湖南商学院北津学院,,,,,,交通银行绍兴分行中国轻纺城支行金桥分理处,,
公冶雪巧,15160018611,0mkgepa49@tech.com,GoldWebster,027-54679115,,,丽江市栏肆路 08号 已为名小区 97号楼 6单元 860室,湖南师范大学树达学院,,,,,,交通银行绍兴分行中国轻纺城支行西交易区分理处,,
海淼淼,15124605691,i85ehgeil@tech.com,GeorgeArvin,027-54679116,,,红河市铺际路 19号 堤角小区 11号楼 6单元 333室,湖南农业大学东方科技学院,,,,,,交通银行绍兴分行中国轻纺城支行东交易区分理处,,
似秋露,13645017858,q9gcc2p8g@tech.com,AgnesOsborn,027-54679117,,,红河市滓斗路 05号 流芳小区 73号楼 9单元 649室,中南林业科技大学涉外学院,,,,,,交通银行绍兴分行上虞支行,,
受丹云,15104171754,i54osegfi@tech.com,RamsdenGustave,027-54679118,,,红河市猎耙路 12号 金瓶梅小区 14号楼 6单元 836室,湖南文理学院芙蓉学院,,,,,,交通银行上虞支行曹娥分理处,,
强俊捷,15820535827,j6onbc5h5@tech.com,ZimmermanCarey,027-54679119,,,红河市痈昂路 12号 什刹海小区 44号楼 3单元 777室,湖南理工学院南湖学院,,,,,,交通银行绍兴分行诸暨支行,,
书晓霜,13627853158,3ondr0jft@tech.com,EvanAlexander,027-54679120,,,红河市靶子路 06号 簿涛小区 66号楼 3单元 593室,衡阳师范学院南岳学院,,,,,,交通银行绍兴分行诸暨支行暨阳分理处,,
校语芹,18544267872,ch2i8l3tn@tech.com,GabrielPorter,027-54679121,,,红河市寻簇路 11号 快乐小区 41号楼 8单元 124室,湖南工程学院应用技术学院,,,,,,交通银行绍兴分行诸暨支行经济开发区分理处,,
本博容,13639941318,go46d19dn@tech.com,ClarissaMortimer,027-54679122,,,红河市牡贪路 18号 慧德小区 88号楼 9单元 586室,湖南中医药大学湘杏学院,,,,,,交通银行绍兴分行诸暨支行汇通分理处,,
巢幼仪,18575471611,il220omar@tech.com,BettyKelly,027-54679123,,,怀化市牡贪路 18号 慧慧德小区 88号楼 9单元 586室,吉首大学张家界学院,,,,,,交通银行绍兴分行诸暨支行红旗路分理处,,
暨旎旎,18528946966,13epl8no3@tech.com,LyndElroy,027-54679124,,,,长沙理工大学城南学院,,,,,,交通银行合肥分行,,
隗悠奕,13986255500,kds5i0rpm@tech.com,ArmstrongWillie,027-54679125,,,,长沙师范学院,,,,,,交通银行合肥分行营业部,,
廖秀杰,15809884513,mrpslmd7d@tech.com,MorganMandy,027-54679126,,,,湖南应用技术学院,,,,,,交通银行合肥分行三孝口支行,,
典以蕊,18821317614,a16doige7@tech.com,HabakkukAstrid,027-54679127,,,,湖南信息学院,,,,,,交通银行合肥分行江淮支行,,
滕菱华,13656458531,rgdfn7mqc@tech.com,GrantClark,027-54679128,,,,湖南交通工程学院,,,,,,交通银行合肥分行寿春路桥支行,,
习文敏,13992409107,j675h2t0o@tech.com,BurkeMyrna,027-54679129,,,,长沙民政职业技术学院,,,,,,交通银行合肥分行当涂路支行,,
班岚翠,13948976316,n359bkphf@tech.com,HugginsWinston,027-54679130,,,,湖南工业职业技术学院,,,,,,交通银行合肥分行南七支行,,
抗弘量,18538358100,kmmer9o38@tech.com,SusanOtto,027-54679131,,,,株洲师范高等专科学校,,,,,,交通银行合肥分行阜阳路桥支行,,
巴绮玉,13636932089,9jneh2sg6@tech.com,TedBoyd,027-54679132,,,,湖南信息职业技术学院,,,,,,交通银行合肥分行杏花支行,,
汗冷之,15881038827,3mctelqst@tech.com,JacksonCora,027-54679133,,,,湖南税务高等专科学校,,,,,,交通银行合肥分行长江中路支行,,
储文君,13992498337,ckhq7b6an@tech.com,BloorTab,027-54679134,,,,湖南冶金职业技术学院,,,,,,交通银行合肥分行合裕路支行,,
督秋寒,15142189230,l0a7lejbo@tech.com,BellocHilary,027-54679135,,,,长沙航空职业技术学院,,,,,,交通银行合肥分行蜀山中路支行,,
於晓畅,18592365968,en0nh1lpl@tech.com,MorrisStacey,027-54679136,,,,湖南大众传媒职业技术学院,,,,,,交通银行合肥分行黄山路支行,,
禹流芳菲,13914076395,12st3ag44@tech.com,Humphr(e)yRock,027-54679137,,,,永州职业技术学院,,,,,,交通银行合肥分行三里庵支行,,
白婉慧,18533891954,eakp8ncft@tech.com,Helin(a)Liz,027-54679138,,,,湖南铁道职业技术学院,,,,,,交通银行合肥分行东陈岗支行,,
睢文思,18861966184,1npmkonhq@tech.com,HarryKerr,027-54679139,,,,湖南科技职业学院,,,,,,交通银行合肥分行繁华支行,,
衷巧凡,18891730570,pe4b0ll6m@tech.com,AddisonZora,027-54679140,,,,湖南生物机电职业技术学院,,,,,,交通银行合肥分行马鞍山路支行,,
说米雪,13694637504,ti6c3l4qt@tech.com,ChildeLetitia,027-54679141,,,,湖南交通职业技术学院,,,,,,交通银行合肥分行高新支行,,
英典丽,13966647458,geb5t7at9@tech.com,ClemensPrudence,027-54679142,,,,湖南商务职业技术学院,,,,,,交通银行合肥分行三牌楼支行,,
养浩邈,15150286281,h333htrgh@tech.com,BarnardJeffrey,027-54679143,,,,湖南体育职业学院,,,,,,交通银行合肥梅山路支行,,
于静枫,13645409715,ropk15o2g@tech.com,PettyBevis,027-54679144,,,,湖南工程职业技术学院,,,,,,交通银行合肥新站支行,,
伯滢渟,18802597028,cc8kfm5fs@tech.com,WhittierHale,027-54679145,,,,保险职业学院,,,,,,交通银行芜湖分行,,
哀新雪,15801864660,bjg4l75si@tech.com,HarrisonJoseph,027-54679146,,,,湖南外贸职业学院,,,,,,交通银行蚌埠分行,,
五涵易,15162296194,o4n2ffh8q@tech.com,PaterWinfred,027-54679147,,,,湖南网络工程职业学院,,,,,,交通银行淮南分行,,
甲昆琦,13648482364,84pdpceli@tech.com,EmmaCornelia,027-54679148,,,,邵阳职业技术学院,,,,,,交通银行安庆分行,,
宇文寄灵,18516675747,r8qlbet1t@tech.com,PennPage,027-54679149,,,,湖南司法警官职业学院,,,,,,交通银行福州分行,,
黎婉秀,15172646851,lln5q1f8s@tech.com,BellLes,027-54679150,,,,长沙商贸旅游职业技术学院,,,,,,交通银行福州分行营业部,,
纵灵凡,15162721874,foomb3t78@tech.com,CroftsJoshua,027-54679151,,,,湖南环境生物职业技术学院,,,,,,交通银行福州分行三山支行,,
古凌柏,18588344579,e0n3i2l0p@tech.com,EvelinaHaley,027-54679152,,,,湖南邮电职业技术学院,,,,,,交通银行厦门分行营业部,,
候觅荷,18880897077,dl85f1csd@tech.com,CarterSampson,027-54679153,,,,湘潭职业技术学院,,,,,,交通银行厦门分行厦大支行,,
俞自信厚,13695721623,httdoq86l@tech.com,WarrenTaylor,027-54679154,,,,郴州职业技术学院,,,,,,交通银行厦门分行滨南支行,,
崇静逸,13694326963,1e9m8t32q@tech.com,Douglas(s)Hedy,027-54679155,,,,娄底职业技术学院,,,,,,交通银行厦门分行滨北支行,,
支以南,15872296612,snd3gg478@tech.com,DorothyMarina,027-54679156,,,,张家界航空工业职业技术学院,,,,,,交通银行厦门分行禾祥支行,,
泣睿范,18579758885,1rn7code9@tech.com,MackintoshDeborah,027-54679157,,,,长沙环境保护职业技术学院,,,,,,交通银行厦门分行金尚支行,,
伊兰若,15819785615,erm88snba@tech.com,LambOdelette,027-54679158,,,,湖南艺术职业学院,,,,,,交通银行厦门分行同安支行,,
东方馨逸,13997727078,sek6ll99n@tech.com,EdisonNovia,027-54679159,,,,湖南机电职业技术学院,,,,,,交通银行厦门分行江头支行,,
浑清一,15167649375,dc0c9j9qj@tech.com,JonesSuzanne,027-54679160,,,,长沙职业技术学院,,,,,,交通银行南昌分行,,
桥秀婉,18529017991,q8bfgh76k@tech.com,LyttonBarnett,027-54679161,,,,怀化职业技术学院,,,,,,交通银行南昌分行营业部,,
祈承平,15833285218,d689q6nbh@tech.com,Nichol(s)Alice,027-54679162,,,,岳阳职业技术学院,,,,,,交通银行南昌分行朝阳支行,,
屈和惬,13949968390,sa9i6p3a6@tech.com,ChristianEric,027-54679163,,,,常德职业技术学院,,,,,,交通银行南昌分行军厦分理处,,
闫流芳洁,13985488699,22ae7i4qi@tech.com,LeonardMiranda,027-54679164,,,,长沙南方职业学院,,,,,,交通银行南昌分行春光分理处,,
明慕卉,15844612534,q07prbmr7@tech.com,DorisGriselda,027-54679165,,,,潇湘职业学院,,,,,,交通银行南昌分行市府前支行,,
冷曦晨,18868792305,njfp3ak3e@tech.com,MaxwellCoral,027-54679166,,,,湖南化工职业技术学院,,,,,,交通银行南昌分行三泰分理处,,
澄快乐心,18529590683,s983lnigp@tech.com,PowellLarry,027-54679167,,,,湖南城建职业技术学院,,,,,,交通银行南昌分行沿江北路支行,,
奚梓玥,13660933309,md9fhe4c7@tech.com,JacobIrene,027-54679168,,,,湖南石油化工职业技术学院,,,,,,交通银行南昌分行象山北路支行,,
皋梦秋,18543790480,d9840k3ar@tech.com,DorotheaMaxine,027-54679169,,,,湖南中医药高等专科学校,,,,,,交通银行南昌分行洪华分理处,,
岑静竹,15178080331,fbri5r3a1@tech.com,DanCalvin,027-54679170,,,,邵阳医学高等专科学校,,,,,,交通银行南昌分行东湖支行,,
羿南珍,13965978003,59ajnkhjt@tech.com,LondonModesty,027-54679171,,,,湖南民族职业学院,,,,,,交通银行南昌分行青化分理处,,
羊惜梦,15178673858,7lhc4l3e4@tech.com,ByronWoodrow,027-54679172,,,,湘西民族职业技术学院,,,,,,交通银行南昌分行江南分理处,,
郁凡雁,18850436901,7s6t37l44@tech.com,SainsburyCatherine,027-54679173,,,,湖南财经工业职业技术学院,,,,,,交通银行南昌分行环北分理处,,
佛正卿,15170035319,cqcndr1o8@tech.com,DuncanDebby,027-54679174,,,,益阳职业技术学院,,,,,,交通银行南昌分行叠山路东分理处,,
瑞曦之,13934167865,mc4phb2o3@tech.com,LawYvette,027-54679175,,,,湖南工艺美术职业学院,,,,,,交通银行南昌分行丁公路支行,,
系向薇,15140494916,tm7954pjg@tech.com,SaroyanSam,027-54679176,,,,湖南九嶷职业技术学院,,,,,,交通银行南昌分行南铁支行,,
诺高澹,15885946737,a8q5ckce2@tech.com,ClareWerner,027-54679177,,,,湖南理工职业技术学院,,,,,,交通银行南昌分行南莲支行,,
翠嘉禾,15197489260,j1dlec7cd@tech.com,ArnoldEverley,027-54679178,,,,湖南软件职业学院,,,,,,交通银行南昌分行赣鑫分理处,,
台晓筠,13610364501,j51l0lho2@tech.com,BenjaminVeronica,027-54679179,,,,湖南汽车工程职业学院,,,,,,交通银行南昌分行洪城路支行,,
汪书易,13937077635,ir4jr8hsp@tech.com,SwiftMamie,027-54679180,,,,长沙电力职业技术学院,,,,,,交通银行南昌分行建设西路支行,,
孟荷紫,13615055485,ckk1hlf53@tech.com,KittyWalter,027-54679181,,,,湖南水利水电职业技术学院,,,,,,交通银行南昌分行上海北路支行,,
蒿若薇,13976317221,3gpkpmjmh@tech.com,PhilipNora,027-54679182,,,,湖南现代物流职业技术学院,,,,,,交通银行南昌分行建材大市场分理处,,
太史清芬,15898439090,5010ilfk2@tech.com,BaldwinKitty,027-54679183,,,,湖南高速铁路职业技术学院,,,,,,交通银行青岛分行,,
祭颐然,13978626766,73omb95p2@tech.com,TomlinsonVenus,027-54679184,,,,湖南铁路科技职业技术学院,,,,,,交通银行青岛分行市南第一支行,,
钟问梅,18560701768,b648h5qg5@tech.com,WilliamGail,027-54679185,,,,湖南安全技术职业学院,,,,,,交通银行青岛分行市南第二支行,,
闭高爽,15101699767,04n5b42b5@tech.com,FredEdison,027-54679186,,,,湖南电气职业技术学院,,,,,,交通银行青岛分行香港中路支行,,
冉蕙兰,13936545944,b1ol3cp97@tech.com,MarloweXenia,027-54679187,,,,湖南外国语职业学院,,,,,,交通银行青岛分行市北第一支行,,
象骏桀,18505073176,oa2ilh942@tech.com,BobbyGenevieve,027-54679188,,,,益阳医学高等专科学校,,,,,,交通银行青岛分行市北第二支行,,
桐灵安,18520722791,8n2f77hff@tech.com,MacDonaldHannah,027-54679189,,,,湖南都市职业学院,,,,,,交通银行青岛分行市北第三支行,,
闽佩杉,13633903872,bef86bq0h@tech.com,EffieLaurel,027-54679190,,,,湖南电子科技职业学院,,,,,,交通银行青岛分行四方支行,,
定曼吟,13901551412,e42cm3j6a@tech.com,GardenDrew,027-54679191,,,,湖南科技工业职业技术学院,,,,,,交通银行青岛分行李沧第一支行,,
梅雪羽,18839904405,o2nnt5a43@tech.com,TuttleEvan,027-54679192,,,,湖南高尔夫旅游职业学院,,,,,,交通银行青岛分行李沧第二支行,,
令狐芷琪,13986379949,lho5ni2nd@tech.com,HardyAda,027-54679193,,,,湖南工商职业学院,,,,,,交通银行青岛水清沟支行,,
桂思菱,13924135898,scsee5n54@tech.com,NathanieiGilbert,027-54679194,,,,湖南三一工业职业技术学院,,,,,,交通银行青岛分行高科技工业园支行,,
不南风,13607303689,qaaehstt2@tech.com,HuttDonahue,027-54679195,,,,长沙卫生职业学院,,,,,,交通银行青岛分行经济技术开发区支行,,
倪尔容,18808530662,p1smr2mog@tech.com,HillTess,027-54679196,,,,湖南食品药品职业学院,,,,,,交通银行青岛分行城阳支行,,
粘念巧,18828670521,ddhshtsqb@tech.com,WhiteheadJoanne,027-54679197,,,,湖南有色金属职业技术学院,,,,,,交通银行淄博分行,,
危慧智,15800267316,0fb56nf92@tech.com,LawsonGale,027-54679198,,,,湖南吉利汽车职业技术学院,,,,,,交通银行烟台分行,,
圣恬美,13643683655,nnfdn71rm@tech.com,LattimoreNina,027-54679199,,,,湖南幼儿师范高等专科学校,,,,,,交通银行潍坊分行,,
沃晓慧,15898890382,r2fsftstk@tech.com,BradleyArlen,027-54679200,,,,湘南幼儿师范高等专科学校,,,,,,交通银行济宁分行,,
福若翠,18544283552,7jo8c4tfe@tech.com,Mac-Dave,027-54679201,,,,湖南劳动人事职业学院,,,,,,交通银行泰安分行,,
翁秋颖,18831985075,5o4kkm03k@tech.com,FosterLydia,027-54679202,,,,中山大学,,,,,,交通银行威海分行,,
璩淳静,15830856511,gss6hr0t1@tech.com,WodehousLee,027-54679203,,,,暨南大学,,,,,,交通银行郑州分行,,
丁以珊,13668532509,nt5b7eaif@tech.com,BarrieCuritis,027-54679204,,,,汕头大学,,,,,,交通银行郑州分行营业部,,
伍心宜,18535252641,kps1k11sq@tech.com,BenthamYvonne,027-54679205,,,,华南理工大学,,,,,,交通银行郑州分行纬五路支行,,
箕桐欣,18885114780,60oh041bk@tech.com,KitDinah,027-54679206,,,,华南农业大学,,,,,,交通银行郑州分行紫荆山支行,,
洋曼婉,18523025750,am50hrfr4@tech.com,ChaplinMarshall,027-54679207,,,,广东海洋大学,,,,,,交通银行洛阳分行涧西支行,,
司马幻梅,18893442486,6a1kho18k@tech.com,ElizabethMaurice,027-54679208,,,,广州医科大学,,,,,,交通银行洛阳分行景华路支行,,
笃欣畅,15842242214,jae1hnesd@tech.com,BunyanTiffany,027-54679209,,,,广东医学院,,,,,,交通银行洛阳分行西苑路支行,,
旅叶嘉,18503584974,4dnp3iatn@tech.com,II.Lawrence,027-54679210,,,,广州中医药大学,,,,,,交通银行洛阳分行老城支行,,
嵇力勤,18518231504,l4lmtfclr@tech.com,KathleenDominic,027-54679211,,,,广东药学院,,,,,,交通银行洛阳分行西关支行,,
皮千凡,13915925041,khtd4f33n@tech.com,AdelaTom,027-54679212,,,,华南师范大学,,,,,,交通银行洛阳分行凯西支行,,
零驰文,15193481655,o82edkarf@tech.com,FreemanMiriam,027-54679213,,,,韶关学院,,,,,,交通银行洛阳分行关林支行,,
寿驰媛,18842346769,97oonk0gh@tech.com,RuskRuth,027-54679214,,,,惠州学院,,,,,,交通银行洛阳分行吉利支行,,
谭向真,18825217024,rt9q5r8im@tech.com,LucasEartha,027-54679215,,,,韩山师范学院,,,,,,交通银行洛阳分行文化支行,,
卢冷霜,15194962023,tr7sm88ig@tech.com,JoshuaHowar,027-54679216,,,,岭南师范学院,,,,,,交通银行洛阳分行定鼎路支行,,
金运馨,15820916604,6mds17mao@tech.com,HarteErnest,027-54679217,,,,肇庆学院,,,,,,交通银行洛阳分行铁道支行,,
植高洁,15116906272,s5sp9ej0l@tech.com,GrahamLionel,027-54679218,,,,嘉应学院,,,,,,交通银行洛阳分行高新开发区支行,,
丘高远,18885711703,talahacd4@tech.com,SinclairJessie,027-54679219,,,,广州体育学院,,,,,,交通银行洛阳分行九都支行,,
潭梦凡,15198834220,kjhi8o9br@tech.com,Scott,027-54679220,,,,广州美术学院,,,,,,交通银行洛阳分行上阳支行,,
喻曼云,15874450244,j1b6rg2da@tech.com,YonngAntonia,027-54679221,,,,星海音乐学院,,,,,,交通银行武汉分行帐务中心,,
玉飞雪,18858971176,c5r32ksp3@tech.com,IsaacPandora,027-54679222,,,,广东技术师范学院,,,,,,交通银行武汉分行水果湖支行,,
申屠醉卉,18596192957,ii3agsdt7@tech.com,DickensArmstrong,027-54679223,,,,深圳大学,,,,,,交通银行武汉分行竹叶支行,,
